Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH1
3.5208e-02,0.855547
3.5240e-02,0.807422
3.5272e-02,0.771328
3.5304e-02,0.720234
3.5336e-02,0.68
3.5368e-02,0.638906
3.5400e-02,0.626172
3.5432e-02,0.608828
3.5464e-02,0.590859
3.5496e-02,0.583984
3.5528e-02,0.577813
3.5560e-02,0.567187
3.5592e-02,0.570391
3.5624e-02,0.584844
3.5656e-02,0.596406
3.5688e-02,0.595391
3.5720e-02,0.612891
3.5752e-02,0.631875
3.5784e-02,0.635625
3.5816e-02,0.645781
3.5848e-02,0.653437
3.5880e-02,0.672578
3.5912e-02,0.68625
3.5944e-02,0.709062
3.5976e-02,0.718594
3.6008e-02,0.722031
3.6040e-02,0.745937
3.6072e-02,0.770078
3.6104e-02,0.822656
3.6136e-02,0.874141
3.6168e-02,0.908984
3.6200e-02,0.944141
3.6232e-02,1.00625
3.6264e-02,1.05047
3.6296e-02,1.11437
3.6328e-02,1.17898
3.6360e-02,1.26766
3.6392e-02,1.34969
3.6424e-02,1.41922
3.6456e-02,1.50234
3.6488e-02,1.57617
3.6520e-02,1.66195
3.6552e-02,1.72578
3.6584e-02,1.81422
3.6616e-02,1.90086
3.6648e-02,1.9543
3.6680e-02,1.99273
3.6712e-02,2.04562
3.6744e-02,2.08695
3.6776e-02,2.11828
3.6808e-02,2.12844
3.6840e-02,2.11578
3.6872e-02,2.10883
3.6904e-02,2.04859
3.6936e-02,2.02219
3.6968e-02,1.9757
3.7000e-02,1.93383
3.7032e-02,1.88109
3.7064e-02,1.80992
3.7096e-02,1.70625
3.7128e-02,1.62523
3.7160e-02,1.53531
3.7192e-02,1.44031
3.7224e-02,1.35055
3.7256e-02,1.24867
3.7288e-02,1.14234
3.7320e-02,1.05203
3.7352e-02,0.966719
3.7384e-02,0.906953
3.7416e-02,0.840234
3.7448e-02,0.767813
3.7480e-02,0.703984
3.7512e-02,0.66
3.7544e-02,0.620313
3.7576e-02,0.579531
3.7608e-02,0.550156
3.7640e-02,0.536328
3.7672e-02,0.513125
3.7704e-02,0.494063
3.7736e-02,0.478203
3.7768e-02,0.481562
3.7800e-02,0.473594
3.7832e-02,0.465859
3.7864e-02,0.455937
3.7896e-02,0.459688
3.7928e-02,0.461484
3.7960e-02,0.461094
3.7992e-02,0.467187
3.8024e-02,0.463984
3.8056e-02,0.465625
3.8088e-02,0.450547
3.8120e-02,0.451797
3.8152e-02,0.460859
3.8184e-02,0.491484
3.8216e-02,0.514141
3.8248e-02,0.536172
3.8280e-02,0.563594
3.8312e-02,0.591406
3.8344e-02,0.625078
3.8376e-02,0.678516
3.8408e-02,0.729141
3.8440e-02,0.779375
3.8472e-02,0.831406
3.8504e-02,0.910703
3.8536e-02,0.950703
3.8568e-02,0.999219
3.8600e-02,1.05563
3.8632e-02,1.12133
3.8664e-02,1.18992
3.8696e-02,1.2075
3.8728e-02,1.25242
3.8760e-02,1.26945
3.8792e-02,1.29438
3.8824e-02,1.32578
3.8856e-02,1.3318
3.8888e-02,1.3482
3.8920e-02,1.34781
3.8952e-02,1.33859
3.8984e-02,1.30375
