Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
3.0712e-02,0.175313
3.0744e-02,0.170938
3.0776e-02,0.178125
3.0808e-02,0.173438
3.0840e-02,0.175
3.0872e-02,0.184375
3.0904e-02,0.19625
3.0936e-02,0.197188
3.0968e-02,0.2
3.1000e-02,0.206563
3.1032e-02,0.22125
3.1064e-02,0.23
3.1096e-02,0.240625
3.1128e-02,0.240938
3.1160e-02,0.241563
3.1192e-02,0.244375
3.1224e-02,0.249688
3.1256e-02,0.251875
3.1288e-02,0.263125
3.1320e-02,0.284063
3.1352e-02,0.295
3.1384e-02,0.31875
3.1416e-02,0.320313
3.1448e-02,0.329375
3.1480e-02,0.33375
3.1512e-02,0.324688
3.1544e-02,0.324688
3.1576e-02,0.340938
3.1608e-02,0.360938
3.1640e-02,0.357188
3.1672e-02,0.358125
3.1704e-02,0.360313
3.1736e-02,0.350625
3.1768e-02,0.348125
3.1800e-02,0.34875
3.1832e-02,0.341563
3.1864e-02,0.340313
3.1896e-02,0.32
3.1928e-02,0.319688
3.1960e-02,0.31375
3.1992e-02,0.302813
3.2024e-02,0.287188
3.2056e-02,0.270625
3.2088e-02,0.255
3.2120e-02,0.241563
3.2152e-02,0.241875
3.2184e-02,0.23625
3.2216e-02,0.23
3.2248e-02,0.215625
3.2280e-02,0.195625
3.2312e-02,0.185625
3.2344e-02,0.1675
3.2376e-02,0.160313
3.2408e-02,0.160313
3.2440e-02,0.160313
3.2472e-02,0.160313
3.2504e-02,0.16
3.2536e-02,0.160313
3.2568e-02,0.15625
3.2600e-02,0.149063
3.2632e-02,0.141563
3.2664e-02,0.13875
3.2696e-02,0.143438
3.2728e-02,0.149688
3.2760e-02,0.1525
3.2792e-02,0.150938
3.2824e-02,0.138125
3.2856e-02,0.14125
3.2888e-02,0.139375
