Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Label,
TIME,CH1
3.4632e-02,0.677188
3.4664e-02,0.653906
3.4696e-02,0.615469
3.4728e-02,0.583281
3.4760e-02,0.576094
3.4792e-02,0.563594
3.4824e-02,0.544062
3.4856e-02,0.544844
3.4888e-02,0.531406
3.4920e-02,0.541562
3.4952e-02,0.553437
3.4984e-02,0.568594
3.5016e-02,0.5975
3.5048e-02,0.619375
3.5080e-02,0.642031
3.5112e-02,0.674531
3.5144e-02,0.714062
3.5176e-02,0.757188
3.5208e-02,0.818906
3.5240e-02,0.887656
3.5272e-02,0.968437
3.5304e-02,1.05375
3.5336e-02,1.14875
3.5368e-02,1.23281
3.5400e-02,1.33266
3.5432e-02,1.44188
3.5464e-02,1.52781
3.5496e-02,1.62547
3.5528e-02,1.71547
3.5560e-02,1.81844
3.5592e-02,1.92281
3.5624e-02,2.01187
3.5656e-02,2.08188
3.5688e-02,2.15
3.5720e-02,2.19703
3.5752e-02,2.24594
3.5784e-02,2.27562
3.5816e-02,2.28406
3.5848e-02,2.27156
3.5880e-02,2.28234
3.5912e-02,2.26219
3.5944e-02,2.23953
3.5976e-02,2.17984
3.6008e-02,2.14938
3.6040e-02,2.07984
3.6072e-02,2.00438
3.6104e-02,1.92625
3.6136e-02,1.84297
3.6168e-02,1.74703
3.6200e-02,1.65641
3.6232e-02,1.55828
3.6264e-02,1.4775
3.6296e-02,1.38797
3.6328e-02,1.31797
3.6360e-02,1.24531
3.6392e-02,1.17234
3.6424e-02,1.12281
3.6456e-02,1.06094
3.6488e-02,1.01781
3.6520e-02,0.993437
3.6552e-02,0.976875
3.6584e-02,0.946719
3.6616e-02,0.946562
3.6648e-02,0.942344
3.6680e-02,0.949219
3.6712e-02,0.949375
3.6744e-02,0.971094
3.6776e-02,0.982031
3.6808e-02,0.97875
3.6840e-02,0.997031
3.6872e-02,1.01797
3.6904e-02,1.02859
3.6936e-02,1.05969
3.6968e-02,1.08953
3.7000e-02,1.10172
3.7032e-02,1.12234
3.7064e-02,1.15203
3.7096e-02,1.19094
3.7128e-02,1.23219
3.7160e-02,1.275
3.7192e-02,1.31578
3.7224e-02,1.37656
3.7256e-02,1.44047
3.7288e-02,1.51109
3.7320e-02,1.59234
3.7352e-02,1.67766
3.7384e-02,1.78437
3.7416e-02,1.90797
3.7448e-02,2.01641
3.7480e-02,2.15078
3.7512e-02,2.26016
3.7544e-02,2.39078
3.7576e-02,2.54172
3.7608e-02,2.68594
3.7640e-02,2.83516
3.7672e-02,2.99547
3.7704e-02,3.11219
3.7736e-02,3.19844
3.7768e-02,3.29047
3.7800e-02,3.37766
3.7832e-02,3.42719
3.7864e-02,3.47625
3.7896e-02,3.50484
3.7928e-02,3.49875
3.7960e-02,3.49812
3.7992e-02,3.48562
3.8024e-02,3.415
3.8056e-02,3.33781
3.8088e-02,3.22063
3.8120e-02,3.09391
3.8152e-02,2.94859
3.8184e-02,2.82688
3.8216e-02,2.67719
3.8248e-02,2.52047
3.8280e-02,2.33937
3.8312e-02,2.17766
3.8344e-02,2.02328
3.8376e-02,1.86891
3.8408e-02,1.72734
3.8440e-02,1.59766
3.8472e-02,1.45797
3.8504e-02,1.33906
3.8536e-02,1.24141
3.8568e-02,1.15516
3.8600e-02,1.07375
3.8632e-02,1.00422
3.8664e-02,0.955625
3.8696e-02,0.927656
3.8728e-02,0.890937
3.8760e-02,0.864062
3.8792e-02,0.834062
3.8824e-02,0.806406
3.8856e-02,0.80625
3.8888e-02,0.779375
3.8920e-02,0.778437
3.8952e-02,0.772969
3.8984e-02,0.739844
3.9016e-02,0.735781
3.9048e-02,0.738281
3.9080e-02,0.740312
3.9112e-02,0.73
3.9144e-02,0.748906
3.9176e-02,0.764531
3.9208e-02,0.762344
3.9240e-02,0.766719
3.9272e-02,0.783125
3.9304e-02,0.815469
3.9336e-02,0.864375
3.9368e-02,0.927188
3.9400e-02,0.988437
3.9432e-02,1.05844
3.9464e-02,1.13219
3.9496e-02,1.20594
3.9528e-02,1.28281
3.9560e-02,1.38125
3.9592e-02,1.46953
3.9624e-02,1.56297
3.9656e-02,1.66391
3.9688e-02,1.78641
3.9720e-02,1.88078
3.9752e-02,1.97406
3.9784e-02,2.06219
3.9816e-02,2.12391
3.9848e-02,2.16297
